12653352	WSMM	56598.14	8
10571800	Kansoon/凯速	55763.5	1
10479859	双立人	55530.03	6
10491224	Dr．Plant/植物医生	55315	2
10873501	爱奇艺	54328	2
10934007	TST/庭秘密	54158	3
10396168	三生花	53249.42	27
10585809	GREEN MAGIC VINE/绿缘萝	52058.4	2
11028695	玛蔻霏（MACfee）	51923.19	13
10571894	东北大妈	51785.77	9
10692052	众乐康健	51162.9	1
10264985	Shinco/新科	50747.4	1
11028766	格蒙（GECOMO）	50387.07	8
7830374529	谷雨	50213	1
11031228	小石头	49502.54	21
10136500	红谷林	49031	15
10051096	Vinda/维达	48762.16	3
10489679	OnePlus/一加	48232	9
10570556	Banila CO/芭妮兰	48117.45	12
10719862	THE NORTH FACE/北面	48089.75	6
10918402	FUGUANG BESTJOY/富光拾喜	47069.08	3
10670580	eaoron	47016	2
10480503	LION	46895.2	3
10765173	Deluxe/德纳斯	46550	1
10240732	YAMADAI/山大	45216	3
10158207	桃李	45168.76	5
10723886	旺旺	44976.1	18
10003007	SAKURA/樱花	44461.09	17
10797314	DECOSTER/德诗	44125	14
10636979	PURE＆MILD/泊美	43818	1
10552584	Elixir/怡丽丝尔	43719	3
10756661	Nike/耐克	43303.95	33
10502270	云南白药	43020.08	8
10089422	PILOT FOOD/派力特	42723.12	11
10711757	URCCI/悠姿	42629.4	1
10698164	LUX/力士	42048.67	15
10921777	Olunpo/欧伦堡	41455.6	2
10353651	HRL/哈肉联	41317	2
10482134	SPACE7/七度空间	40918.4	6
10702750	FROGPRINCE/青蛙王子	40628.26	17
10119882	Warrior/回力	39892.18	10
10629970	Tata/他她	39875	4
10483021	Colourful Yunnan/七彩云南	39598	3
10091776	Hola/赫拉	39310.2	5
10272787	COOKER KING/炊大皇	38659.9	5
10048117	百事可乐	38625.3	6
10154796	NONG SHIM/农心	38194.4	3
10205107	FALADOO/法兰朵	37737	2
10222236	康夫	37117.16	3
10868459	Sevev Colours/七彩	37095.66	1
10785870	富安娜	36716.7	3
10493451	红花郎	36708	1
10134449	BASEUS/倍思	36521.1	13
10201699	UNICHARM/尤妮佳	35447.7	4
10435846	鲁花	35442	1
10342308	漫花	35181.8	4
10643489	Mr Muscle/威猛先生	34524.62	4
10480565	Bioluxe/贝美	33689	3
10900858	Maybelline/美宝莲	33585.49	17
10507738	大益	33495.56	6
10174182	Samyang/三养	33425.85	8
10835835	药都仁和	33283.3	2
10007576	Dutch Lady/子母	33282.79	5
217300701	Zippo/之宝	33233	1
10062130	Cosme Decorte/黛珂	32785.8	9
10137605	JmGo/坚果	32637	3
10505098	Coca－Cola/可口可乐	31841.54	3
10432632	FGN/富贵鸟	31346.38	9
10913589	满婷	31282.19	8
10942796	东方宝石/Tesori D Oriente	30692	7
10138784	Mistine	30574.84	8
10553155	卡芙兰	30333.64	3
10491410	OCAK/欧扎克	30314.47	4
10556775	Swarovski/施华洛世奇	30225	19
10944392	Fulfil/芙芙	29725.5	4
11019822	七年五季	29671.5	4
10036061	Shu-uemura/植村秀	29460.85	17
10150954	Alienware/外星人	28988.4	1
10612330	Guerlain/娇兰	28818.01	8
10417734	周大福	28677.4	3
12656373	DELLBOO/良布	28135.7	7
10265662	茶花	27937.5	3
10909960	Pedigree/宝路	27856	5
10943471	realme	27714	4
10504169	ATTAIN LUXURY/奢臻	27549.8	2
10006858	雅萌	27489	1
10036050	Nivea/妮维雅	27352.25	15
10120474	safeguard/舒肤佳	27327.44	14
10046651	Belle/百丽	27291.6	15
10567822	COSUAI/超帅	27176	1
10846288	brother/兄弟	26730	1
10713768	芬腾	26703	4
10770053	都市丽人	26576	2
10050719	金泰康	25788.6	4
10900898	Amovo/魔吻	25732.49	9
10265841	CCPT/西铂	25210.83	3
12656261	REFFEDDO/热风朵	24780.6	2
10506589	有零有食	24588.5	4
10559716	臻鲜	24588.4	2
10427302	Gukoo/果壳	24102	2
10409716	LEGO/乐高	24084.9	8
10473353	RedBull/红牛	23484.86	8
10482623	MCM	23201	10
10969667	ihoco	23192	1
10788060	Magic Fresh Face/魔力鲜颜	23074.9	4
10213721	Monarch/统一	23028.25	5
10560858	魔香	22766.2	3
10762749	Arla/爱氏晨曦	22439.04	4
10832647	QuadHA/夸迪	22407	2
89374688	齐汇	22010.58	4
10121904	Remy Martin/人头马	21978	1
10628348	wdd	21684	2
10940547	柏翠丝	21510	2
10290316	Comix/齐心	21506.8	4
10057916	Girdear/哥弟	20993.93	5
10808633	ROAMAN/罗曼	20836.87	7
10612321	Clarins/娇韵诗	20572	8
10209359	mecafour/蜜卡佛	20424.3	8
10941039	鲜品屋/SAMPURE	20407.7	2
11028544	薏仁（Naturie）	20069	8
11031032	Betty Valland/贝蒂薇兰	19788	1
10408393	BOE/京东方	19701	3
10474541	Fresh/馥蕾诗	19662.29	6
10913547	MUJI/无印良品	19587.5	7
10196389	乔丹	19539.4	5
10480807	Vitasoy/维他奶	19471.2	2
10433130	KDX/康得新	19456.39	2
10644262	皇家骆驼	19391.4	1
10408137	东阿阿胶	19207.93	4
10267800	BEST/倍思特	19191.9	1
10061389	Caran·Y/卡拉羊	19040	3
10231031	拉面说	18696.6	1
